source;target;correlation
3-(2-hydroxyphenyl)propanoic acid;deoxyinosine;0.07552594632274956
3-(2-hydroxyphenyl)propanoic acid;guanine;0.19725521490720327
3-(2-hydroxyphenyl)propanoic acid;sulfate;-0.22704198449907767
3-(2-hydroxyphenyl)propanoic acid;hypoxanthine;-0.10275021382252564
3-(2-hydroxyphenyl)propanoic acid;inosine;-0.13362864714976364
3-(2-hydroxyphenyl)propanoic acid;d-mannose;-0.18279246116922318
3-(2-hydroxyphenyl)propanoic acid;d-galactose;-0.23847702162081796
3-(2-hydroxyphenyl)propanoic acid;alpha-d-glucose;-0.11149092024571017
3-(2-hydroxyphenyl)propanoic acid;sucrose;0.3021674753683128
3-(2-hydroxyphenyl)propanoic acid;taurine;-0.12719919963315232
3-(2-hydroxyphenyl)propanoic acid;acetylphosphate;-0.07864114982470517
phenylacetylglutamine;l-phenylalanine;-0.13137415445132225
phenylacetylglutamine;phenylacetic acid;-0.23367669444605027
phenylacetylglutamine;putrescine;0.19060465263124063
phenylacetylglutamine;gamma-glutamylcysteine;0.15959523475286178
phenylacetylglutamine;pyroglutamic acid;0.06500307359934641
phenylacetylglutamine;l-cysteine;-0.03130691593106948
phenylacetylglutamine;quinate;-0.028771927540164298
phenylacetylglutamine;l-2,4-diaminobutyric acid;0.08494025438442585
phenylacetylglutamine;glyceric acid;-0.0819198450686964
phenylacetylglutamine;choline;0.3271356139661974
phenylacetylglutamine;4-acetamidobutanoate;-0.130242462110484
phenylacetylglutamine;2-oxoarginine;-0.2878915960535338
phenylacetylglutamine;l-glutamic gamma-semialdehyde;-0.1536115123721127
phenylacetylglutamine;uric acid;-0.22350387776010436
phenylacetylglutamine;adenine;-0.10361245965320437
phenylacetylglutamine;deoxyinosine;-0.2587996720461294
phenylacetylglutamine;guanine;0.09569329590299183
phenylacetylglutamine;sulfate;-0.14870992407521647
phenylacetylglutamine;hypoxanthine;0.02301099910252426
phenylacetylglutamine;inosine;0.2502519725841029
phenylacetylglutamine;d-mannose;0.048593536895655515
phenylacetylglutamine;d-galactose;0.22134110873381654
phenylacetylglutamine;alpha-d-glucose;0.0881635628816315
phenylacetylglutamine;sucrose;-0.05852067236547756
phenylacetylglutamine;taurine;-0.11404433521743151
phenylacetylglutamine;acetylphosphate;-0.2093506253650355
l-phenylalanine;phenylacetic acid;0.8687359995049292
l-phenylalanine;putrescine;-0.1977226098303941
l-phenylalanine;gamma-glutamylcysteine;-0.04606470741283523
l-phenylalanine;pyroglutamic acid;0.17182794760015996
l-phenylalanine;l-cysteine;-0.3220225767417257
l-phenylalanine;quinate;0.37605189936893857
l-phenylalanine;l-2,4-diaminobutyric acid;0.36514617995368454
l-phenylalanine;glyceric acid;0.18809352887874803
l-phenylalanine;choline;-0.30545801879659373
l-phenylalanine;4-acetamidobutanoate;0.03595733969007413
l-phenylalanine;2-oxoarginine;-0.22008873922190028
l-phenylalanine;l-glutamic gamma-semialdehyde;0.49543353990348865
l-phenylalanine;uric acid;0.4936752770094039
l-phenylalanine;adenine;-0.3115685356741883
l-phenylalanine;deoxyinosine;0.1932338450759162
l-phenylalanine;guanine;-0.4546860540269851
l-phenylalanine;sulfate;-0.16418511226511015
l-phenylalanine;hypoxanthine;0.4154839311258605
l-phenylalanine;inosine;-0.14544232424862816
l-phenylalanine;d-mannose;-0.19682072078952023
l-phenylalanine;d-galactose;-0.2485704979315014
l-phenylalanine;alpha-d-glucose;-0.20822182933083905
l-phenylalanine;sucrose;-0.29198532533254434
l-phenylalanine;taurine;0.4505389565868613
l-phenylalanine;acetylphosphate;-0.15034954045414986
phenylacetic acid;putrescine;-0.19680034956291584
phenylacetic acid;gamma-glutamylcysteine;0.11999187045248383
phenylacetic acid;pyroglutamic acid;-0.0902215941321886
phenylacetic acid;l-cysteine;-0.2030231035763435
phenylacetic acid;quinate;0.306296487365899
phenylacetic acid;l-2,4-diaminobutyric acid;-0.11551852171554164
phenylacetic acid;glyceric acid;0.17591979512032496
phenylacetic acid;choline;-0.07744594357801061
phenylacetic acid;4-acetamidobutanoate;0.16046833077162057
phenylacetic acid;2-oxoarginine;-0.07150247288449434
phenylacetic acid;l-glutamic gamma-semialdehyde;0.41972520621960113
phenylacetic acid;uric acid;0.6216461947926472
phenylacetic acid;adenine;-0.20142610416542608
phenylacetic acid;deoxyinosine;0.027441837169036074
phenylacetic acid;guanine;-0.6580456469941058
phenylacetic acid;sulfate;-0.10487417690568963
phenylacetic acid;hypoxanthine;0.2061995895337429
phenylacetic acid;inosine;-0.0783370384582928
phenylacetic acid;d-mannose;-0.06741326621460385
phenylacetic acid;d-galactose;-0.14485910285610715
phenylacetic acid;alpha-d-glucose;-0.12580462189469707
phenylacetic acid;sucrose;-0.2993424144050046
phenylacetic acid;taurine;0.31907930941160884
phenylacetic acid;acetylphosphate;-0.17197456571614955
putrescine;gamma-glutamylcysteine;-0.49829946451159934
putrescine;pyroglutamic acid;0.010919512688945462
putrescine;l-cysteine;0.5452711455993241
putrescine;quinate;0.24571030521603718
